2019-01-22 12:20:30 INFO  TestBase:115 - creating object of chrome
2019-01-22 12:20:32 INFO  TestBase:134 -  =====>Navigating to url<======= https://dev.maventus.com/home/home
2019-01-22 12:20:37 INFO  EnterpriseuserLogin:39 - <===========Starting Enterprise user operarions===========> 
2019-01-22 12:20:42 INFO  Enterpriseuserobj:164 - Entered user name harienterprisesa@gmail.com and object is [[ChromeDriver: chrome on XP (f14b6b45498ebded68434379bcffa06d)] -> name: email]
2019-01-22 12:20:42 INFO  Enterpriseuserobj:165 - <===========User name entered successfully!===========> 
2019-01-22 12:20:42 INFO  Enterpriseuserobj:167 - Entered user name social@123 and object is [[ChromeDriver: chrome on XP (f14b6b45498ebded68434379bcffa06d)] -> name: pwd]
2019-01-22 12:20:42 INFO  Enterpriseuserobj:168 - <===========password entered successfully!===========> 
2019-01-22 12:20:48 INFO  Enterpriseuserobj:170 - <===========Login button clicked successfully!===========> 
2019-01-22 12:20:48 INFO  Enterpriseuserobj:174 - 149
2019-01-22 12:20:48 INFO  Enterpriseuserobj:178 - <===========Time(Seconds) taken for Dashboard loading is:===========>0
2019-01-22 12:20:59 INFO  Enterpriseuserobj:185 - <==========Current plan is - Enterprise============> 
2019-01-22 12:21:02 INFO  Enterpriseuserobj:188 - <==========DashBoard clicked successfully on LeftMenu============> 
2019-01-22 12:21:06 INFO  Enterpriseuserobj:193 - <==========latest comments displayed with in ============> 
2019-01-22 12:21:07 INFO  Enterpriseuserobj:202 - <==========mouse hover on post manager in LeftMenu and click on post manager successfully============> 
2019-01-22 12:21:09 INFO  Enterpriseuserobj:205 - <==========mouse hover on post manager in LeftMenu and click on bulk upload successfully============> 
2019-01-22 12:21:14 INFO  Enterpriseuserobj:208 - <==========mouse hover on post manager in LeftMenu and click on Pending approval successfully============> 
2019-01-22 12:21:22 INFO  Enterpriseuserobj:212 - <==========Mouse moved to campaigns on LeftMenu and create campaign clicked successfully============> 
2019-01-22 12:21:25 INFO  Enterpriseuserobj:215 - <==========Mouse moved to campaigns on LeftMenu and campaign planner clicked successfully============> 
2019-01-22 12:21:28 INFO  Enterpriseuserobj:218 - <==========Mouse moved to campaigns on LeftMenu and campaign calendar clicked successfully============> 
2019-01-22 12:21:30 INFO  Enterpriseuserobj:221 - <==========Mouse moved to Ads on LeftMenu and Create ads clicked successfully============> 
2019-01-22 12:21:31 INFO  Enterpriseuserobj:224 - <==========Mouse moved to Ads on LeftMenu and Ad Drafts clicked successfully============> 
2019-01-22 12:21:38 INFO  Enterpriseuserobj:227 - <==========Mouse moved to Reporting on LeftMenu and Digital library clicked successfully============> 
2019-01-22 12:21:38 INFO  Enterpriseuserobj:230 - <==========Mouse moved to Reporting on LeftMenu and Campaigns clicked successfully============> 
2019-01-22 12:21:39 INFO  Enterpriseuserobj:233 - <==========Mouse moved to Reporting on LeftMenu and Facebook clicked successfully============> 
2019-01-22 12:21:39 INFO  Enterpriseuserobj:236 - <==========Mouse moved to Reporting on LeftMenu and Twitter clicked successfully============> 
2019-01-22 12:21:40 INFO  Enterpriseuserobj:239 - <==========Mouse moved to Reporting on LeftMenu and Tumblr clicked successfully============> 
2019-01-22 12:21:41 INFO  Enterpriseuserobj:242 - <==========Mouse moved to Reporting on LeftMenu and Linkedin clicked successfully============> 
2019-01-22 12:21:41 INFO  Enterpriseuserobj:245 - <==========Mouse moved to Reporting on LeftMenu and instagram clicked successfully============> 
2019-01-22 12:21:42 INFO  Enterpriseuserobj:248 - <==========Mouse moved to Reporting on LeftMenu and youtube clicked successfully============> 
2019-01-22 12:21:42 INFO  Enterpriseuserobj:251 - <==========Mouse moved to Reporting on LeftMenu and Short url clicked successfully============> 
2019-01-22 12:21:55 INFO  Enterpriseuserobj:255 - <==========Social inbox clicked successfully============> 
2019-01-22 12:22:04 INFO  Enterpriseuserobj:258 - <==========Social Listening clicked successfully============> 
2019-01-22 12:22:04 INFO  Enterpriseuserobj:261 - <==========Mouse moved to Digital library on LeftMenu and Media clicked successfully============> 
2019-01-22 12:22:05 INFO  Enterpriseuserobj:264 - <==========Mouse moved to Digital library on LeftMenu and SocialAssets clicked successfully============> 
2019-01-22 12:22:05 INFO  Enterpriseuserobj:267 - <==========Mouse moved to Digital library on LeftMenu and GoogleDrive clicked successfully============> 
